title,year,min_players,max_players,avg_time,geek_age,community_age,avg_rating,num_ratings,complexity,comments,fans,views,mechanics,categories
Catan,1995,3,4,90,10,8,7.165,94615,2.33,17627,5114,3583741,"['Dice Rolling', 'Hexagon Grid', 'Income', 'Modular Board', 'Network and Route Building', 'Race', 'Random Production', 'Trading', 'Variable Setup']","['Economic', 'Negotiation']"
