id,type,name,year,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,avg_rating,bay_rating,owners,traders,wanters,wishers,total_comments,total_weights,complexity,categories,mechanics 
123219,boardgame,OddVille,2012,2,4,60,30,60,10,1779,6.81382,6.21595,2641,127,86,386,403,103,2.3495,"['Card Game', 'City Building', 'Fantasy']","['Action Retrieval', 'Card Drafting', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']"
241831,boardgame,Reykholt,2018,1,4,60,30,60,12,1779,6.80008,6.20758,3038,83,213,1242,375,39,2.2051,['Farming'],"['Solo / Solitaire Game', 'Worker Placement']"
176371,boardgame,Explorers of the North Sea,2016,1,4,60,45,60,12,1778,7.36324,6.48907,3916,39,225,871,382,65,2.1846,"['Exploration', 'Medieval', 'Nautical']","['Action Points', 'Area Majority / Influence', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver', 'Set Collection', 'Tile Placement', 'Variable Player Powers']"
230085,boardgame,Agra,2017,2,4,120,90,120,12,1778,7.37728,6.53577,3064,116,173,925,420,211,4.3791,['Industry / Manufacturing'],"['Area Majority / Influence', 'Trading', 'Worker Placement']"
60131,boardgame,Ugg-Tect,2009,2,8,45,45,45,8,1777,6.3042,5.94522,2648,96,141,560,494,108,1.1944,"['Humor', 'Party Game', 'Prehistoric', 'Real-time']","['Acting', 'Pattern Building', 'Team-Based Game', 'Tile Placement']"
194562,boardgameexpansion,The Grizzled: At Your Orders!,2016,1,5,30,30,30,10,1777,7.7135,6.7148,6995,151,98,426,480,17,2.2941,"['Card Game', 'Expansion for Base-game', 'World War I']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Solo / Solitaire Game']"
403,boardgame,Elk Fest,1999,2,2,15,15,15,8,1775,6.17131,5.86452,2281,107,123,324,709,180,1.05,"['Action / Dexterity', 'Animals', 'Racing']","['Flicking', 'Modular Board']"
38506,boardgame,Witch of Salem,2008,2,4,60,60,60,10,1775,6.63934,6.11927,2501,97,160,700,537,145,2.4897,"['Fantasy', 'Horror', 'Novel-based']","['Action Retrieval', 'Communication Limits', 'Cooperative Game', 'Dice Rolling', 'Set Collection']"
24509,boardgame,Gambit Royale,2006,2,6,30,30,30,8,1774,6.4565,6.00529,2567,116,30,155,483,205,1.8878,"['Card Game', 'Medieval', 'Renaissance']","['Hand Management', 'Set Collection']"
37358,boardgame,Founding Fathers,2010,3,5,90,90,90,13,1774,6.98687,6.32826,2078,99,246,766,580,154,2.7532,['Political'],"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Card Drafting', 'Hand Management', 'Set Collection', 'Simulation', 'Voting']"
67888,boardgame,Lords of Scotland,2010,2,5,35,35,35,12,1774,6.78965,6.19929,3042,142,77,379,474,99,1.9394,"['Card Game', 'Fighting', 'Medieval']",['Hand Management']
139899,boardgame,VivaJava: The Coffee Game: The Dice Game,2014,1,4,40,20,40,10,1774,6.68389,6.15676,3315,179,136,494,502,77,1.7662,['Dice'],"['Dice Rolling', 'Modular Board', 'Paper-and-Pencil', 'Push Your Luck', 'Set Collection']"
123763,boardgameexpansion,Star Wars: X-Wing Miniatures Game – Y-Wing Expansion Pack,2012,2,2,20,20,20,14,1772,7.76518,6.70173,8726,129,75,170,495,65,2.3077,"['Aviation / Flight', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Action Queue', 'Dice Rolling', 'Enclosure', 'Point to Point Movement', 'Simultaneous Action Selection', 'Variable Player Powers']"
12004,boardgame,Candamir: The First Settlers,2004,2,4,60,60,60,12,1771,6.18071,5.84671,2762,173,36,203,607,200,2.245,['Exploration'],"['Action Points', 'Grid Movement', 'Set Collection', 'Trading', 'Variable Player Powers']"
19374,boardgameexpansion,Memoir '44: Winter/Desert Board Map,2005,2,8,60,30,60,8,1771,7.37436,6.4991,5915,63,165,345,605,116,1.9569,"['Expansion for Base-game', 'Wargame', 'World War II']","['Dice Rolling', 'Hand Management', 'Modular Board', 'Simulation']"
1899,boardgame,13 Dead End Drive,1993,2,4,45,45,45,9,1770,5.94249,5.69305,3667,177,17,167,614,116,1.4138,"['Bluffing', 'Deduction', 'Murder/Mystery']",['Roll / Spin and Move']
139771,boardgame,Star Trek: Attack Wing,2013,2,99,60,60,60,14,1767,7.5177,6.35649,3262,109,63,330,418,130,2.7,"['Aviation / Flight', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Action Queue', 'Dice Rolling', 'Simultaneous Action Selection', 'Variable Player Powers']"
173442,boardgame,Empires: Age of Discovery,2015,2,6,150,50,150,10,1767,7.89602,6.82129,2838,58,247,1067,439,77,3.3506,"['Civilization', 'Exploration', 'Renaissance']","['Area Majority / Influence', 'Set Collection', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']"
11634,boardgame,Mexican Train,1994,1,8,20,20,20,10,1766,5.66217,5.56031,2954,42,8,47,533,133,1.2707,"['Abstract Strategy', 'Trains']",['Tile Placement']
61692,boardgame,Axis & Allies Europe 1940,2010,2,6,360,360,360,12,1766,7.5513,6.48833,3540,73,72,463,395,117,3.4359,"['Economic', 'Fighting', 'Wargame', 'World War II']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Team-Based Game']"
250442,boardgame,Crypt,2018,1,4,35,20,35,14,1766,6.86254,6.1783,4629,142,44,319,449,77,1.5455,"['Card Game', 'Dice', 'Medieval', 'Renaissance']","['Auction/Bidding', 'Dice Rolling', 'Set Collection', 'Solo / Solitaire Game', 'Worker Placement with Dice Workers']"
210163,boardgameexpansion,Raiders of the North Sea: Hall of Heroes,2018,2,5,80,60,80,12,1765,8.21607,6.99407,6582,37,193,621,394,34,2.7059,"['Expansion for Base-game', 'Medieval', 'Nautical']","['Hand Management', 'Set Collection', 'Worker Placement']"
227072,boardgame,The Chameleon,2017,3,8,15,15,15,14,1765,6.69029,6.11541,3456,101,58,484,349,28,1.0357,"['Bluffing', 'Card Game', 'Deduction', 'Humor', 'Party Game', 'Word Game']","['Team-Based Game', 'Voting']"
12589,boardgame,Razzia!,2004,2,5,45,45,45,12,1764,6.80721,6.22592,1794,76,106,281,592,230,1.9609,"['Card Game', 'Mafia']","['Auction/Bidding', 'Push Your Luck']"
25224,boardgame,Hermagor,2006,2,5,120,90,120,12,1763,6.921,6.27267,2011,131,69,293,637,230,3.1783,"['Economic', 'Medieval', 'Transportation']","['Area Majority / Influence', 'Auction/Bidding', 'Commodity Speculation', 'Network and Route Building', 'Point to Point Movement']"
141648,boardgameexpansion,Battlestar Galactica: The Board Game – Daybreak Expansion,2013,3,7,180,120,180,14,1762,8.26521,6.97333,5799,26,398,1094,379,69,3.6087,"['Bluffing', 'Deduction', 'Expansion for Base-game', 'Movies / TV / Radio theme', 'Political', 'Science Fiction', 'Space Exploration', 'Spies/Secret Agents']","['Dice Rolling', 'Hand Management', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']"
153,boardgame,Take 5!,1998,2,6,60,60,60,10,1759,6.46305,6.0168,3247,69,23,106,395,157,1.4713,['Card Game'],"['Hand Management', 'Set Collection']"
117942,boardgame,Zooloretto: The Dice Game,2012,2,4,15,15,15,7,1759,6.42007,6.00986,2189,69,104,267,448,123,1.2439,"['Animals', 'Dice']","['Dice Rolling', 'Paper-and-Pencil', 'Set Collection']"
198830,boardgame,"Heroes of Land, Air & Sea",2018,1,4,180,120,180,14,1756,7.71889,6.63778,3658,47,316,1735,491,63,3.1429,"['Exploration', 'Fantasy', 'Fighting', 'Medieval', 'Miniatures', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Follow', 'Take That', 'Variable Player Powers', 'Worker Placement']"
110242,boardgameexpansion,Sentinels of the Multiverse: Rook City,2012,2,5,30,30,30,13,1754,7.89442,6.78173,5360,150,55,185,285,54,2.3889,"['Card Game', 'Comic Book / Strip', 'Expansion for Base-game', 'Fighting']","['Cooperative Game', 'Variable Player Powers']"
158957,boardgameexpansion,Star Realms: Gambit Set,2014,1,6,20,20,20,12,1753,7.25496,6.4412,7759,99,46,204,405,48,1.9583,"['Card Game', 'Expansion for Base-game', 'Fighting', 'Science Fiction']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Solo / Solitaire Game', 'Take That']"
166704,boardgameexpansion,Star Realms: Crisis – Fleets & Fortresses,2014,2,6,0,20,0,12,1751,7.74919,6.71329,7907,102,29,179,378,42,2.0238,"['Card Game', 'Expansion for Base-game', 'Fighting', 'Science Fiction']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Take That']"
9910,boardgame,Wings of War: Watch Your Back!,2005,2,4,20,20,20,10,1750,6.97436,6.285,3175,127,53,152,477,194,1.7062,"['Aviation / Flight', 'Card Game', 'Wargame', 'World War I']","['Action Queue', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection']"
168681,boardgame,Beyond Baker Street,2016,2,4,20,20,20,13,1750,6.93444,6.29171,3171,111,141,885,498,32,2.2188,"['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Memory', 'Variable Player Powers']"
9341,boardgame,Lost Valley,2004,3,4,60,60,60,10,1749,6.74904,6.18743,2111,148,167,593,720,218,2.6193,"['American West', 'Exploration']","['Modular Board', 'Point to Point Movement', 'Tile Placement']"
146130,boardgame,Coin Age,2013,2,2,15,15,15,0,1749,6.088,5.8043,4806,363,19,265,745,124,1.3226,"['Abstract Strategy', 'Print & Play']","['Area Majority / Influence', 'Area Movement', 'Push Your Luck']"
164812,boardgame,Roll For It! Deluxe Edition,2014,2,8,30,30,30,8,1749,6.63947,6.07459,4015,36,58,325,349,61,1.0984,['Dice'],"['Dice Rolling', 'Push Your Luck']"
251420,boardgame,Choose Your Own Adventure: House of Danger,2018,1,99,60,60,60,10,1745,6.53908,6.03358,5044,242,67,666,484,31,1.0968,"['Book', 'Card Game', 'Novel-based']","['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Storytelling']"
8124,boardgame,Industria,2003,3,4,60,60,60,10,1744,6.45937,6.01584,2291,236,25,133,720,209,2.6746,"['Economic', 'Industry / Manufacturing']","['Auction/Bidding', 'Hand Management']"
153999,boardgame,"...and then, we held hands.",2015,2,2,45,30,45,12,1743,6.11401,5.83632,3641,196,87,658,542,53,1.7736,"['Card Game', 'Print & Play']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Melding and Splaying', 'Point to Point Movement']"
234671,boardgame,Pandemic: Rising Tide,2017,2,5,45,45,45,8,1742,7.66492,6.67342,3899,63,230,996,383,44,2.4318,[],['Cooperative Game']
179803,boardgame,Arcadia Quest: Inferno,2017,2,4,120,60,120,13,1741,8.07589,6.83447,5927,163,118,565,505,17,2.2941,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']"
122316,boardgameexpansion,Small World: Realms,2012,2,6,80,40,80,8,1739,7.31343,6.46355,7297,125,200,977,418,74,2.4324,"['Civilization', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']"
178485,boardgameexpansion,Zombicide: Black Plague – Wulfsburg,2016,1,6,60,60,60,14,1739,8.07064,6.80723,7933,73,101,410,312,21,2.5238,"['Expansion for Base-game', 'Horror', 'Miniatures', 'Zombies']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']"
175156,boardgameexpansion,"Legendary: A Marvel Deck Building Game – Secret Wars, Volume 1",2015,1,5,60,30,60,14,1738,8.13776,6.86795,6492,67,145,556,258,35,2.6571,"['Card Game', 'Comic Book / Strip', 'Expansion for Base-game']","['Cooperative Game', 'Deck, Bag, and Pool Building']"
2570,boardgame,Atlantic Star,2001,2,6,60,60,60,10,1737,6.8694,6.24119,1618,78,93,196,640,215,2.1442,"['Card Game', 'Nautical', 'Transportation']",['Set Collection']
139666,boardgameexpansion,Hive: The Pillbug,2013,2,2,20,20,20,9,1734,7.67434,6.66405,6763,63,129,457,510,60,2.45,"['Abstract Strategy', 'Animals', 'Expansion for Base-game']","['Grid Movement', 'Tile Placement']"
32666,boardgame,Wealth of Nations,2008,3,6,120,120,120,13,1732,6.92102,6.27032,1714,93,122,511,594,204,3.6176,"['Economic', 'Industry / Manufacturing', 'Negotiation', 'Territory Building']","['Commodity Speculation', 'Loans', 'Market', 'Tile Placement', 'Trading']"
140717,boardgame,Progress: Evolution of Technology,2014,1,5,90,90,90,12,1732,6.55606,6.06843,2743,230,50,302,520,102,2.4216,"['Card Game', 'Civilization']","['Action Points', 'Card Drafting', 'Hand Management']"
29972,boardgame,El Capitán,2007,2,5,75,75,75,10,1729,6.78039,6.20248,2291,172,63,268,602,196,2.9133,"['Economic', 'Renaissance', 'Travel']","['Area Majority / Influence', 'Point to Point Movement']"
175293,boardgame,Trambahn,2015,2,2,45,30,45,8,1729,6.98837,6.3154,3097,109,86,484,398,84,1.8214,"['Card Game', 'Trains', 'Transportation']","['Card Drafting', 'Set Collection']"
46807,boardgame,Infinite City,2009,2,6,45,45,45,10,1728,6.1982,5.86359,1836,132,56,295,566,156,1.891,"['City Building', 'Science Fiction', 'Territory Building']","['Area Majority / Influence', 'Hand Management', 'Tile Placement']"
230267,boardgame,Dice Settlers,2018,1,4,60,45,60,14,1727,7.01979,6.32053,3492,99,191,961,439,52,2.9615,"['American West', 'Civilization', 'Dice', 'Exploration', 'Territory Building']","['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Solo / Solitaire Game', 'Tile Placement']"
181817,boardgameexpansion,Eldritch Horror: Under the Pyramids,2015,1,8,0,180,0,14,1726,8.36461,6.96915,7365,35,208,982,257,27,3.1111,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Novel-based', 'Travel']","['Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Storytelling', 'Variable Player Powers']"
207243,boardgame,The City of Kings,2018,1,4,180,45,180,14,1725,7.87081,6.69288,3757,121,288,1722,479,69,3.0725,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Puzzle']","['Action Points', 'Cooperative Game', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']"
25674,boardgame,Khronos,2006,2,5,90,90,90,10,1724,6.36627,5.96689,2474,166,99,393,611,215,3.5628,"['City Building', 'Fantasy', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Hand Management', 'Multiple Maps', 'Tile Placement']"
89910,boardgame,"Run, Fight, or Die!",2014,1,4,40,40,40,13,1724,6.93675,6.25708,3003,144,118,690,457,93,1.957,"['Fighting', 'Horror', 'Miniatures', 'Zombies']","['Dice Rolling', 'Push Your Luck', 'Solo / Solitaire Game', 'Variable Player Powers']"
191004,boardgame,My First Stone Age,2016,2,4,15,15,15,5,1723,6.69436,6.13603,3690,49,105,493,411,40,1.15,"[""Children's Game"", 'Memory', 'Prehistoric']","['Memory', 'Set Collection']"
8946,boardgame,Coda,2002,2,4,15,15,15,8,1722,6.09447,5.81322,2456,124,14,80,545,176,1.4886,['Deduction'],[]
19948,boardgame,Rum & Pirates,2006,2,5,60,60,60,9,1722,6.43766,5.99872,2438,77,119,324,662,193,1.943,"['Dice', 'Miniatures', 'Pirates']","['Action Points', 'Dice Rolling', 'Modular Board']"
60579,boardgame,Poo: The Card Game,2009,2,8,15,5,15,8,1722,5.62352,5.52814,3515,152,6,81,474,92,1.0978,"['Animals', 'Card Game', 'Humor']","['Hand Management', 'Player Elimination', 'Take That']"
157,boardgame,Eurorails,1990,2,6,240,180,240,10,1721,7.08768,6.31843,2549,97,42,145,587,146,2.7397,"['Economic', 'Trains', 'Transportation']","['Connections', 'Crayon Rail System', 'Network and Route Building', 'Pick-up and Deliver']"
33493,boardgameexpansion,Munchkin 6: Demented Dungeons,2008,3,6,90,90,90,10,1720,6.45183,5.91866,5857,121,19,227,272,79,1.9114,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Humor']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']"
147154,boardgame,Blue Moon Legends,2014,2,2,30,30,30,14,1720,7.28716,6.45145,3706,151,223,1038,559,71,2.2676,"['Card Game', 'Fantasy']","['Hand Management', 'Sudden Death Ending', 'Variable Player Powers']"
79073,boardgame,Resident Evil Deck Building Game,2010,1,4,30,30,30,13,1718,6.55056,5.98055,2981,132,68,308,453,102,2.2843,"['Card Game', 'Horror', 'Video Game Theme', 'Zombies']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Variable Player Powers']"
255692,boardgame,New Frontiers,2018,2,5,75,45,75,14,1718,7.67782,6.68514,2491,49,373,1765,411,55,2.8545,"['Science Fiction', 'Space Exploration']","['Action Drafting', 'Card Drafting', 'Follow', 'Increase Value of Unchosen Resources', 'Race', 'Turn Order: Claim Action', 'Variable Phase Order', 'Variable Player Powers']"
691,boardgame,Timbuktu,1993,3,5,60,60,60,10,1717,6.67409,6.14298,2147,130,103,435,594,229,2.786,"['Deduction', 'Economic']","['Hand Management', 'Memory', 'Simultaneous Action Selection']"
32484,boardgame,The Battle for Hill 218,2007,2,2,15,15,15,8,1715,6.64299,6.12345,2122,122,56,310,760,170,1.7059,"['Card Game', 'Wargame', 'World War II']","['Hand Management', 'Take That', 'Tile Placement']"
130882,boardgame,Cardline: Animals,2012,2,8,15,15,15,7,1715,6.57915,6.07764,3013,46,42,173,324,62,1.1613,"['Animals', 'Card Game', 'Educational']",[]
66588,boardgame,Wits & Wagers Family,2010,3,10,20,20,20,8,1713,6.93832,6.28321,3629,136,22,181,410,74,1.1081,"[""Children's Game"", 'Educational', 'Party Game', 'Trivia']","['Betting and Bluffing', 'Paper-and-Pencil']"
106895,boardgameexpansion,Quarriors! Rise of the Demons,2011,2,4,30,30,30,14,1713,6.78989,6.19456,4562,197,95,309,433,78,1.9103,"['Dice', 'Expansion for Base-game', 'Fantasy', 'Fighting']","['Deck, Bag, and Pool Building', 'Dice Rolling']"
1298,boardgame,Monopoly: Star Wars,1997,2,8,90,90,90,8,1712,4.94836,5.14894,3824,160,7,33,501,91,1.7692,"['Economic', 'Movies / TV / Radio theme', 'Negotiation']","['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']"
86246,boardgame,Drum Roll,2011,2,4,90,90,90,12,1712,6.92459,6.27022,2489,155,104,385,495,156,3.0449,['Economic'],"['Card Drafting', 'Set Collection', 'Voting', 'Worker Placement']"
218311,boardgame,Deckscape: Test Time,2017,1,6,90,30,90,12,1712,6.73836,6.17691,2931,149,65,328,319,36,1.5833,"['Card Game', 'Puzzle', 'Real-time']",['Cooperative Game']
213099,boardgameexpansion,T.I.M.E Stories: Lumen Fidei,2017,2,4,0,90,0,12,1711,7.54377,6.61106,6093,83,229,661,321,20,3.15,"['Adventure', 'Expansion for Base-game', 'Medieval', 'Puzzle', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Role Playing', 'Storytelling', 'Variable Player Powers']"
244271,boardgame,Dice Throne: Season Two – Battle Chest,2018,2,6,40,20,40,8,1710,8.2412,6.90104,3487,20,162,647,393,41,2.0976,"['Card Game', 'Dice', 'Fantasy', 'Fighting']","['Dice Rolling', 'Take That', 'Team-Based Game', 'Variable Player Powers']"
198953,boardgame,Pax Renaissance,2016,2,4,120,60,120,12,1707,8.0757,6.8666,3481,77,291,1091,556,155,4.3355,"['Pike and Shot', 'Renaissance']","['Action Points', 'Card Drafting', 'Increase Value of Unchosen Resources', 'Market', 'Simulation']"
3522,boardgame,LCR,1983,3,12,20,20,20,5,1706,3.37358,4.30154,3093,91,0,35,642,120,1.05,['Dice'],['Dice Rolling']
283355,boardgame,Dune,2019,2,6,120,120,120,14,1703,8.24862,6.83907,5457,41,360,2770,466,112,3.8661,"['Bluffing', 'Fighting', 'Negotiation', 'Novel-based', 'Political', 'Science Fiction']","['Alliances', 'Area Majority / Influence', 'Auction/Bidding', 'Force Commitment', 'Variable Player Powers']"
380,boardgame,Polarity,1986,2,4,20,20,20,8,1699,6.38464,5.96217,2339,151,98,454,756,222,1.6847,"['Abstract Strategy', 'Action / Dexterity']",[]
129351,boardgame,The Cave,2012,2,5,60,60,60,10,1699,6.52326,6.04411,2378,123,233,987,448,97,2.5155,"['Environmental', 'Exploration', 'Maze', 'Travel']","['Action Points', 'Modular Board', 'Set Collection', 'Tile Placement']"
220517,boardgame,The Shipwreck Arcana,2017,2,5,30,10,30,12,1699,7.50656,6.57962,2874,26,229,1042,414,36,2.1111,"['Card Game', 'Deduction', 'Fantasy', 'Math', 'Number', 'Print & Play']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Pattern Building']"
23730,boardgame,Gheos,2006,2,4,60,45,60,10,1698,6.51843,6.05034,1718,136,77,353,705,262,2.4504,"['Civilization', 'Mythology']","['Area Majority / Influence', 'Commodity Speculation', 'Stock Holding', 'Tile Placement']"
37907,boardgame,Diamonds Club,2008,2,4,75,75,75,10,1698,7.05491,6.35003,1466,43,138,353,482,174,2.6264,"['Economic', 'Industry / Manufacturing']","['Set Collection', 'Worker Placement']"
235375,boardgame,Spirits of the Forest,2018,1,4,20,20,20,14,1696,6.98745,6.26114,4042,89,52,466,454,51,1.3333,['Abstract Strategy'],"['Card Drafting', 'Set Collection']"
54307,boardgame,Chronicle,2009,3,6,30,30,30,12,1693,6.82014,6.20288,2791,129,52,277,479,94,1.9894,"['Card Game', 'Fantasy']","['Set Collection', 'Trick-taking']"
103686,boardgame,Mundus Novus,2011,2,6,60,45,60,14,1693,6.69746,6.14744,2303,114,139,534,433,101,2.1881,"['Card Game', 'Economic', 'Nautical', 'Renaissance']","['Card Drafting', 'Hand Management', 'Set Collection', 'Trading']"
40381,boardgame,Masters Gallery,2009,2,5,30,20,30,8,1691,6.6118,6.10409,3026,175,52,218,626,160,1.6562,['Card Game'],"['Commodity Speculation', 'Hand Management']"
130960,boardgame,Triumph & Tragedy: European Balance of Power 1936-1945,2015,2,3,360,240,360,12,1687,8.18618,6.90921,2653,33,277,1160,531,143,3.3147,"['Economic', 'Negotiation', 'Political', 'Territory Building', 'Wargame', 'World War II']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Movement Points', 'Secret Unit Deployment']"
89409,boardgame,BattleCON: War of Indines,2010,2,2,60,30,60,9,1686,7.76468,6.68156,3329,165,104,504,476,85,2.7647,"['Card Game', 'Fighting', 'Print & Play']","['Hand Management', 'Rock-Paper-Scissors', 'Simultaneous Action Selection', 'Variable Player Powers']"
231696,boardgame,Bob Ross: Art of Chill Game,2017,2,4,30,30,30,12,1685,6.90902,6.2211,3830,116,62,393,427,23,1.6957,"['Card Game', 'Movies / TV / Radio theme']","['Action Points', 'Card Drafting', 'Dice Rolling', 'Hand Management', 'Set Collection']"
164127,boardgame,Carcassonne Big Box 5,2014,2,8,40,40,40,8,1684,7.96196,6.75386,4046,30,44,171,292,60,2.2667,"['City Building', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Tile Placement']"
142325,boardgame,Kobayakawa,2013,3,6,15,15,15,9,1683,6.34022,5.95668,2687,109,46,303,423,81,1.1852,"['Card Game', 'Deduction', 'Number']",['Betting and Bluffing']
71074,boardgame,Expedition: Northwest Passage,2010,1,4,60,60,60,14,1681,7.03183,6.32119,2175,78,253,860,469,108,2.6852,"['Exploration', 'Nautical', 'Racing']","['Action Points', 'Map Addition', 'Set Collection', 'Tile Placement']"
244916,boardgame,Drop It,2018,2,4,30,30,30,8,1681,6.9677,6.29632,2424,37,89,399,337,24,1.125,['Action / Dexterity'],[]
6050,boardgame,Duel of Ages Set 1: Worldspanner,2003,2,16,120,120,120,12,1680,6.54899,6.02483,2362,319,65,365,887,193,2.8705,"['Adventure', 'Ancient', 'Fighting', 'Post-Napoleonic', 'Science Fiction']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Player Elimination', 'Team-Based Game', 'Variable Player Powers']"
123607,boardgame,Puzzle Strike (Third Edition),2012,2,4,20,20,20,10,1680,7.23662,6.40108,2207,137,166,567,440,100,2.71,"['Card Game', 'Fantasy', 'Video Game Theme']","['Deck, Bag, and Pool Building', 'Hand Management', 'Variable Player Powers']"
274364,boardgame,Watergate,2019,2,2,60,30,60,12,1677,8.08864,6.87597,3596,31,440,2018,344,48,2.2917,"['Card Game', 'Political']","['Action/Event', 'Connections', 'Hand Management', 'Tug of War']"
1690,boardgame,Unexploded Cow,2001,2,6,25,25,25,12,1676,6.07629,5.77635,3489,139,26,147,520,146,1.3699,"['Animals', 'Card Game', 'Economic', 'Humor', 'Print & Play']","['Dice Rolling', 'Set Collection']"
1923,boardgame,MindTrap,1991,2,16,60,60,60,12,1675,4.76524,5.10203,4044,269,2,27,591,137,1.9635,"['Deduction', 'Party Game']",['Team-Based Game']
245271,boardgame,Forbidden Sky,2018,2,5,60,60,60,10,1672,6.68532,6.12466,5629,168,117,1139,429,32,2.625,"['Electronic', 'Science Fiction']","['Action Points', 'Cooperative Game', 'Modular Board', 'Tile Placement', 'Variable Player Powers']"
95234,boardgame,Cthulhu Gloom,2011,2,5,60,60,60,13,1671,6.41139,5.95246,4674,135,38,289,379,75,1.7733,"['Card Game', 'Fantasy', 'Horror']","['Hand Management', 'Storytelling', 'Take That']"
19,boardgame,Wacky Wacky West,1991,2,4,45,30,45,9,1668,6.3021,5.91816,2998,224,45,144,553,156,1.8397,"['American West', 'Bluffing', 'City Building']","['Tile Placement', 'Voting']"
18098,boardgame,Napoleon's Triumph,2007,2,2,180,180,180,12,1667,7.99104,6.82163,2828,42,405,1306,763,259,3.6409,"['Napoleonic', 'Wargame']","['Area Movement', 'Secret Unit Deployment', 'Simulation']"
174296,boardgameexpansion,Castles of Mad King Ludwig: Secrets,2015,1,4,90,45,90,13,1667,7.33245,6.48095,5837,75,136,634,475,42,2.7381,"['Expansion for Base-game', 'Post-Napoleonic', 'Puzzle']","['Auction/Bidding', 'Card Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement']"
6366,boardgame,Dungeons & Dragons: The Fantasy Adventure Board Game,2003,2,5,60,60,60,10,1665,6.53542,5.97004,3543,103,134,377,477,147,2.1837,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']"
17027,boardgame,Sitting Ducks Gallery,2005,3,6,20,20,20,10,1665,6.12234,5.79822,2325,81,9,78,430,167,1.1078,"['Animals', 'Card Game']","['Card Drafting', 'Hand Management']"
139037,boardgameexpansion,Pathfinder Adventure Card Game: Rise of the Runelords – Character Add-On Deck,2013,1,6,90,90,90,13,1665,7.61431,6.60314,6692,328,25,121,380,74,2.7162,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']","['Cooperative Game', 'Role Playing', 'Variable Player Powers']"
132028,boardgame,Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),2012,2,4,180,60,180,13,1664,7.98546,6.78231,3526,90,188,823,437,133,3.2556,"['Wargame', 'World War II']","['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Simulation']"
154182,boardgame,Helios,2014,2,4,60,60,60,10,1664,6.77914,6.1915,2697,179,41,248,394,94,2.8511,"['Mythology', 'Territory Building']","['Action Points', 'Tile Placement', 'Variable Phase Order']"
