id,type,name,year,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,avg_rating,bay_rating,owners,traders,wanters,wishers,total_comments,total_weights,complexity,categories,mechanics 
121408,boardgame,Trains,2012,2,4,45,45,45,12,7398,7.18315,6.90187,9626,474,321,1417,1683,346,2.3873,"['Card Game', 'Territory Building', 'Trains']","['Deck, Bag, and Pool Building', 'Hand Management', 'Network and Route Building']"
200680,boardgame,Agricola (Revised Edition),2016,1,4,120,30,120,12,7354,8.05373,7.57205,10162,120,308,1624,1014,251,3.51,"['Animals', 'Economic', 'Farming']","['Card Drafting', 'Enclosure', 'Hand Management', 'Worker Placement', 'Advantage Token', 'Automatic Resource Growth', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers']"
826,boardgame,Cartagena,2000,2,5,45,45,45,8,7352,6.68864,6.48015,8200,221,212,867,2158,750,1.6067,"['Pirates', 'Racing']","['Hand Management', 'Modular Board', 'Race']"
220877,boardgame,Rajas of the Ganges,2017,2,4,75,45,75,12,7341,7.6861,7.3111,9231,90,585,2252,1119,219,2.8493,"['Dice', 'Economic', 'Territory Building']","['Dice Rolling', 'Tile Placement', 'Worker Placement', 'Worker Placement with Dice Workers']"
172308,boardgame,Broom Service,2015,2,5,75,30,75,10,7325,7.20193,6.91012,11904,325,359,1624,1435,239,2.4059,['Fantasy'],"['Area Movement', 'Hand Management', 'Pick-up and Deliver', 'Set Collection', 'Simultaneous Action Selection', 'Variable Phase Order']"
16986,boardgame,Ubongo,2003,1,4,25,25,25,8,7316,6.71168,6.49064,8864,206,157,735,1498,462,1.539,"['Puzzle', 'Real-time']","['Grid Coverage', 'Pattern Building', 'Set Collection']"
7717,boardgame,Carcassonne: The Castle,2003,2,2,30,30,30,8,7299,7.0952,6.80428,10788,267,316,1222,2240,712,1.9846,"['City Building', 'Medieval']","['Area Majority / Influence', 'Enclosure', 'Tile Placement']"
137297,boardgame,Rise of Augustus,2013,2,6,30,30,30,8,7291,6.74706,6.53915,9139,377,141,856,1659,398,1.6307,"['Ancient', 'Card Game']","['Bingo', 'Card Drafting', 'Push Your Luck', 'Set Collection']"
7805,boardgame,Fearsome Floors,2003,2,7,60,60,60,10,7270,6.66089,6.45127,7693,244,245,1000,2099,655,1.8229,"['Horror', 'Racing']","['Grid Movement', 'Modular Board']"
138788,boardgame,Dungeon Roll,2013,1,4,15,15,15,8,7218,6.13268,5.98483,14048,771,45,565,1875,456,1.3377,"['Dice', 'Fantasy', 'Fighting']","['Dice Rolling', 'Hand Management', 'Push Your Luck', 'Variable Player Powers']"
2952,boardgame,Trivial Pursuit: Genus Edition,1981,2,24,90,90,90,12,7208,5.22105,5.20015,9338,237,6,101,1867,543,1.6519,"['Party Game', 'Trivia']","['Roll / Spin and Move', 'Set Collection']"
177524,boardgame,ICECOOL,2016,2,4,30,30,30,6,7208,6.85361,6.60829,12012,180,239,1373,1278,108,1.0185,"['Action / Dexterity', 'Animals', ""Children's Game""]","['Area Movement', 'Flicking', 'Take That']"
105134,boardgame,Risk Legacy,2011,3,5,60,60,60,13,7201,7.44673,7.07324,12622,187,318,2534,1597,269,2.5911,"['Science Fiction', 'Wargame']","['Area Movement', 'Card Drafting', 'Dice Rolling', 'Legacy Game', 'Player Elimination', 'Variable Player Powers']"
131366,boardgame,Eight-Minute Empire,2012,2,5,20,8,20,13,7195,6.58818,6.39326,8843,338,184,955,1326,392,1.6173,['Territory Building'],"['Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Set Collection']"
79828,boardgame,A Few Acres of Snow,2011,2,2,120,60,120,14,7188,7.40505,7.07619,8777,311,676,2786,1889,555,3.0342,"['Age of Reason', 'American Indian Wars', 'Card Game', 'Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Point to Point Movement']"
101721,boardgame,Mage Wars Arena,2012,2,2,90,90,90,13,7179,7.66673,7.22534,12534,744,280,2346,1626,521,3.666,"['Card Game', 'Fantasy', 'Fighting']","['Deck Construction', 'Dice Rolling', 'Grid Movement', 'Line of Sight', 'Simultaneous Action Selection', 'Turn Order: Progressive', 'Variable Player Powers']"
31730,boardgame,Chicago Express,2007,2,6,60,60,60,12,7177,7.23705,6.94597,7990,320,320,1079,2232,601,2.787,"['Economic', 'Post-Napoleonic', 'Trains', 'Transportation']","['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Network and Route Building', 'Ownership', 'Stock Holding']"
188920,boardgame,This War of Mine: The Board Game,2017,1,6,120,45,120,18,7167,7.86726,7.37043,13636,190,568,4165,1503,270,3.2148,"['Adventure', 'Exploration', 'Mature / Adult', 'Modern Warfare', 'Video Game Theme']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Push Your Luck', 'Role Playing', 'Simulation', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers', 'Worker Placement']"
72287,boardgame,Mr. Jack Pocket,2010,2,2,15,15,15,14,7149,6.91697,6.66261,11780,275,155,895,1467,314,1.8217,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Post-Napoleonic']","['Map Deformation', 'Modular Board']"
159675,boardgame,Fields of Arle,2014,1,2,120,60,120,13,7120,8.09648,7.64545,11020,155,1003,4167,1403,380,3.8974,"['Economic', 'Farming', 'Industry / Manufacturing']","['Automatic Resource Growth', 'Worker Placement']"
169124,boardgame,Flick 'em Up!,2015,2,10,45,30,45,7,7086,6.98708,6.71951,13395,437,453,2371,1423,180,1.3278,"['Action / Dexterity', 'American West', 'Fighting']","['Flicking', 'Pick-up and Deliver', 'Team-Based Game']"
156336,boardgame,Onirim (Second Edition),2014,1,2,15,15,15,10,7083,7.1213,6.81533,10321,261,249,1865,1502,202,1.5792,"['Card Game', 'Exploration', 'Fantasy']","['Card Drafting', 'Cooperative Game', 'Hand Management', 'Move Through Deck', 'Set Collection', 'Solo / Solitaire Game']"
13004,boardgame,The Downfall of Pompeii,2004,2,4,45,45,45,10,7082,7.1355,6.85019,7640,180,420,1451,2104,635,1.8457,['Ancient'],"['Grid Movement', 'Hand Management', 'Tile Placement']"
193037,boardgame,Dead of Winter: The Long Night,2016,2,5,120,60,120,14,7059,7.68767,7.24812,16122,367,365,2584,1031,126,3.4365,"['Bluffing', 'Deduction', 'Horror', 'Mature / Adult', 'Science Fiction', 'Zombies']","['Action Points', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Push Your Luck', 'Storytelling', 'Traitor Game', 'Variable Player Powers', 'Voting']"
192153,boardgame,Pandemic: Reign of Cthulhu,2016,2,4,40,40,40,14,7045,7.42179,7.02448,12687,182,310,2172,1172,120,2.1333,"['Horror', 'Mythology', 'Novel-based']","['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Trading', 'Variable Player Powers']"
144344,boardgame,Rococo,2013,2,5,120,60,120,12,7043,7.5854,7.2262,7919,109,722,2227,1238,389,3.0977,"['Age of Reason', 'Economic']","['Area Majority / Influence', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Set Collection']"
105551,boardgame,Archipelago,2012,2,5,240,30,240,14,7016,7.36278,7.01494,9445,233,794,3626,1707,465,3.7312,"['Civilization', 'Economic', 'Exploration', 'Nautical', 'Negotiation', 'Renaissance']","['Area Majority / Influence', 'Auction/Bidding', 'Commodity Speculation', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Semi-Cooperative Game', 'Tile Placement', 'Trading', 'Traitor Game', 'Worker Placement']"
590,boardgame,Mille Bornes,1954,2,6,45,45,45,8,7015,5.69213,5.59328,14026,498,19,174,2204,556,1.2536,"['Card Game', 'Racing']","['Hand Management', 'Take That', 'Team-Based Game']"
1258,boardgame,Phase 10,1982,2,6,45,45,45,8,7015,5.10687,5.08658,14720,292,6,86,1716,370,1.3027,['Card Game'],['Set Collection']
194879,boardgame,Not Alone,2016,2,7,45,30,45,10,7008,7.03673,6.73845,10955,247,215,1611,1118,132,1.947,"['Bluffing', 'Card Game', 'Deduction', 'Science Fiction']","['Action Queue', 'Deck, Bag, and Pool Building', 'Hand Management', 'Simultaneous Action Selection', 'Team-Based Game']"
177639,boardgame,Raptor,2015,2,2,25,25,25,9,6991,7.35967,7.02465,10629,202,618,3326,1217,170,2.0529,"['Animals', 'Fighting', 'Science Fiction']","['Action Points', 'Action Retrieval', 'Action/Event', 'Grid Movement', 'Hand Management', 'Modular Board', 'Simultaneous Action Selection', 'Take That', 'Variable Player Powers']"
71,boardgame,Civilization,1980,2,7,360,360,360,12,6970,7.50497,7.11328,9782,412,230,877,2188,736,3.659,"['Ancient', 'Civilization', 'Economic', 'Negotiation']","['Area Majority / Influence', 'Area Movement', 'Hand Management', 'Set Collection', 'Tech Trees / Tech Tracks', 'Trading', 'Turn Order: Stat-Based']"
256226,boardgame,Azul: Stained Glass of Sintra,2018,2,4,45,30,45,8,6969,7.46923,7.10415,10803,117,387,2259,1031,119,1.9664,"['Abstract Strategy', 'Renaissance']","['Card Drafting', 'Drafting', 'End Game Bonuses', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Claim Action']"
172242,boardgame,Exploding Kittens: NSFW Deck,2015,2,5,20,10,20,18,6963,6.21057,5.94496,18719,378,14,319,1123,162,1.0741,"['Animals', 'Card Game', 'Comic Book / Strip', 'Humor', 'Mature / Adult']","['Hand Management', 'Player Elimination', 'Push Your Luck', 'Set Collection', 'Take That']"
55690,boardgame,Kingdom Death: Monster,2015,1,4,180,60,180,17,6959,8.71894,7.80882,9468,50,683,4959,1668,483,4.2402,"['Adventure', 'Fantasy', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling']"
85256,boardgame,Timeline: Inventions,2010,2,8,15,15,15,8,6953,6.70684,6.47925,11730,151,98,638,1175,305,1.1082,"['Card Game', 'Educational', 'Trivia']",[]
97903,boardgame,Terror in Meeple City,2013,2,4,45,45,45,8,6940,6.87121,6.62377,10932,399,324,1530,1749,318,1.4811,"['Action / Dexterity', 'Horror']","['Area Movement', 'Flicking', 'Set Collection', 'Variable Player Powers']"
7854,boardgame,YINSH,2003,2,2,60,30,60,9,6937,7.68798,7.29849,8745,102,571,2621,1885,543,2.7053,['Abstract Strategy'],"['Grid Movement', 'Pattern Building']"
175155,boardgame,Forbidden Stars,2015,2,4,180,120,180,14,6915,7.96192,7.48006,11224,252,667,3057,1321,361,3.8116,"['Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Order Counters', 'Variable Player Powers']"
46,boardgame,Medici,1995,2,6,60,60,60,10,6911,7.14302,6.84986,7291,237,337,1183,2225,577,2.26,['Renaissance'],"['Auction/Bidding', 'Push Your Luck', 'Set Collection']"
475,boardgame,Taj Mahal,2000,3,5,100,75,100,12,6910,7.29269,6.97141,8039,268,353,1178,2179,761,2.9934,"['Bluffing', 'Political']","['Auction/Bidding', 'Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']"
22827,boardgame,StarCraft: The Board Game,2007,2,6,240,180,240,12,6894,7.33728,6.95443,8511,251,415,1905,1701,760,3.8342,"['Civilization', 'Fighting', 'Miniatures', 'Science Fiction', 'Space Exploration', 'Territory Building', 'Video Game Theme', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Deck, Bag, and Pool Building', 'Modular Board', 'Order Counters', 'Variable Player Powers']"
199727,boardgameexpansion,Scythe: Invaders from Afar,2016,1,7,140,90,140,14,6887,8.37222,7.82743,24871,96,283,1381,1115,89,3.4045,"['Economic', 'Expansion for Base-game', 'Territory Building']",['Area Majority / Influence']
162082,boardgame,Deus,2014,2,4,90,60,90,14,6868,7.34068,7.02088,8311,244,410,1919,1349,307,2.8436,"['Civilization', 'Mythology']","['Area Majority / Influence', 'Grid Movement', 'Hand Management', 'Modular Board', 'Network and Route Building']"
221965,boardgame,The Fox in the Forest,2017,2,2,30,30,30,10,6866,7.29645,6.96959,13604,198,351,2471,1324,120,1.5583,"['Animals', 'Card Game', 'Fantasy']","['Hand Management', 'Trick-taking']"
245638,boardgame,Coimbra,2018,2,4,90,60,90,14,6863,7.71259,7.31314,9181,128,646,2953,1083,267,3.2697,"['Dice', 'Renaissance']","['Card Drafting', 'Dice Rolling', 'End Game Bonuses', 'Set Collection', 'Worker Placement with Dice Workers']"
105,boardgame,Colossal Arena,1997,2,5,60,40,60,8,6857,6.7783,6.54428,8393,457,155,632,2338,729,2.0206,"['Card Game', 'Fantasy', 'Mythology']","['Betting and Bluffing', 'Hand Management']"
256382,boardgame,Disney Villainous,2018,2,6,50,50,50,10,6835,7.08271,6.71681,15112,182,249,1932,1196,144,2.4167,"['Card Game', 'Fantasy', 'Medieval', 'Movies / TV / Radio theme', 'Mythology', 'Novel-based', 'Pirates']","['Hand Management', 'Take That', 'Variable Player Powers']"
232043,boardgame,Queendomino,2017,2,4,25,25,25,8,6805,7.2948,6.96027,13992,249,312,1817,1138,118,2.1102,"['City Building', 'Fantasy', 'Medieval', 'Territory Building']","['Card Drafting', 'Enclosure', 'Tile Placement', 'Variable Phase Order']"
179275,boardgame,One Deck Dungeon,2016,1,2,45,30,45,14,6787,7.12448,6.78617,14582,420,270,2182,1587,166,2.0361,"['Card Game', 'Dice', 'Fantasy', 'Medieval', 'Video Game Theme']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Move Through Deck']"
128671,boardgame,Spartacus: A Game of Blood & Treachery,2012,3,4,180,120,180,17,6757,7.46274,7.04728,8870,239,195,1201,1288,337,2.7122,"['Ancient', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Negotiation']","['Auction/Bidding', 'Betting and Bluffing', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Trading', 'Variable Player Powers']"
372,boardgame,Schotten Totten,1999,2,2,20,20,20,8,6743,7.31015,6.98118,10279,149,209,1161,1424,364,1.739,['Card Game'],"['Hand Management', 'Set Collection']"
24310,boardgame,The Red Dragon Inn,2007,2,4,45,45,45,13,6735,6.56544,6.29664,10483,295,197,1225,1537,357,1.6639,"['Card Game', 'Fantasy', 'Humor', 'Medieval', 'Party Game']","['Betting and Bluffing', 'Hand Management', 'Player Elimination', 'Take That', 'Variable Player Powers']"
55670,boardgame,Macao,2009,2,4,100,50,100,12,6734,7.42847,7.09384,6463,89,904,2409,1686,521,3.1382,"['Dice', 'Nautical']","['Action Points', 'Card Drafting', 'Dice Rolling', 'Hand Management', 'Network and Route Building', 'Pick-up and Deliver', 'Set Collection']"
122298,boardgame,Morels,2012,2,2,30,30,30,10,6733,7.01413,6.71704,11484,280,334,1608,1622,306,1.732,"['Card Game', 'Educational']","['Card Drafting', 'Hand Management', 'Set Collection']"
2375,boardgame,Sequence,1982,2,12,30,10,30,7,6731,5.9932,5.83315,13448,324,17,194,1668,418,1.3421,"['Abstract Strategy', 'Card Game']","['Hand Management', 'Pattern Building', 'Team-Based Game']"
247763,boardgame,Underwater Cities,2018,1,4,150,80,150,12,6729,8.10565,7.61751,9280,48,839,3833,1103,276,3.5616,"['Card Game', 'City Building', 'Civilization', 'Industry / Manufacturing', 'Nautical', 'Science Fiction']","['End Game Bonuses', 'Income', 'Network and Route Building', 'Turn Order: Stat-Based', 'Worker Placement']"
2083,boardgame,Checkers,1150,2,2,30,30,30,6,6676,4.87337,4.93868,8031,41,2,69,1780,554,1.7798,"['Abstract Strategy', 'Comic Book / Strip']","['Grid Movement', 'Pattern Movement', 'Square Grid', 'Static Capture']"
148951,boardgame,Tiny Epic Kingdoms,2014,2,5,45,30,45,13,6673,6.62059,6.38913,16130,648,142,1037,1780,271,2.0812,"['Bluffing', 'Civilization', 'Fantasy', 'Fighting', 'Medieval', 'Print & Play']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Follow', 'Take That', 'Variable Phase Order', 'Variable Player Powers', 'Worker Placement']"
82222,boardgame,Xia: Legends of a Drift System,2014,3,5,180,60,180,12,6671,7.8553,7.36289,10729,106,990,3875,1615,293,3.1604,"['Adventure', 'Exploration', 'Fighting', 'Science Fiction', 'Space Exploration', 'Transportation']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Pick-up and Deliver', 'Roll / Spin and Move', 'Tile Placement', 'Variable Player Powers']"
90419,boardgame,Airlines Europe,2011,2,5,75,75,75,10,6624,7.31587,6.98613,7583,203,525,1911,1681,406,2.4384,"['Aviation / Flight', 'Economic']","['Card Drafting', 'Investment', 'Network and Route Building', 'Set Collection', 'Stock Holding']"
17329,boardgame,Animal Upon Animal,2005,2,4,15,15,15,4,6618,6.8293,6.57976,10265,110,222,978,2023,350,1.0457,"['Action / Dexterity', 'Animals', ""Children's Game""]","['Dice Rolling', 'Stacking and Balancing']"
2389,boardgame,Othello,1883,2,2,30,30,30,8,6601,6.0936,5.93339,10094,219,15,172,1688,455,2.0967,['Abstract Strategy'],"['Enclosure', 'Tile Placement']"
1293,boardgame,Boggle,1972,1,8,10,10,10,8,6596,6.20272,6.01817,10368,174,13,126,1881,470,1.5021,"['Dice', 'Real-time', 'Word Game']","['Dice Rolling', 'Paper-and-Pencil', 'Pattern Recognition']"
39938,boardgame,Carson City,2009,2,5,90,90,90,12,6594,7.25638,6.94304,5579,210,583,2063,1695,472,3.1822,"['American West', 'City Building', 'Economic']","['Action Queue', 'Area Majority / Influence', 'Dice Rolling', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']"
265736,boardgame,Tiny Towns,2019,1,6,60,45,60,14,6593,7.42474,7.04584,10534,137,602,3188,1130,142,2.1127,"['Abstract Strategy', 'Animals', 'City Building']","['Grid Coverage', 'Pattern Building', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Variable Phase Order']"
54625,boardgame,Space Hulk (Third Edition),2009,2,2,60,60,60,12,6574,7.53371,7.11141,9360,265,375,1534,1655,531,2.7872,"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board']"
40628,boardgame,Finca,2009,2,4,45,45,45,10,6573,7.075,6.77997,6254,92,478,1393,1645,461,2.0803,"['Economic', 'Farming']","['Commodity Speculation', 'Contracts', 'Mancala', 'Once-Per-Game Abilities', 'Rondel', 'Set Collection']"
1829,boardgame,Risk 2210 A.D.,2001,2,5,240,240,240,10,6555,6.69267,6.36605,11372,635,83,502,1904,598,2.7191,"['Science Fiction', 'Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Dice Rolling', 'Variable Player Powers']"
929,boardgame,The Great Dalmuti,1995,4,8,60,60,60,8,6541,6.55566,6.31884,10545,306,60,381,1764,544,1.2996,"['Card Game', 'Medieval']","['Hand Management', 'Ladder Climbing', 'Trick-taking']"
2281,boardgame,Pictionary,1985,3,16,90,90,90,12,6533,5.81641,5.70464,10541,210,9,100,1606,449,1.2428,['Party Game'],"['Line Drawing', 'Roll / Spin and Move', 'Team-Based Game']"
3943,boardgameexpansion,Munchkin 2: Unnatural Axe,2002,3,6,90,90,90,10,6498,6.44555,6.16542,16471,397,42,252,997,395,1.7975,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Humor']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']"
36932,boardgame,Claustrophobia,2009,2,2,45,45,45,14,6492,7.53358,7.13317,9030,326,530,3126,1677,440,2.4818,"['Horror', 'Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Dice Rolling', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Variable Player Powers']"
40793,boardgame,Dice Town,2009,2,5,45,45,45,10,6489,6.85814,6.60137,7702,169,366,1476,1539,352,1.6847,"['American West', 'Dice']","['Dice Rolling', 'Set Collection', 'Simultaneous Action Selection']"
110277,boardgame,Among the Stars,2012,2,4,30,30,30,12,6468,7.10543,6.81315,8964,474,341,2019,1713,297,2.2357,"['Card Game', 'City Building', 'Science Fiction']","['Card Drafting', 'Drafting', 'Simultaneous Action Selection', 'Tile Placement', 'Variable Player Powers']"
96913,boardgame,Lancaster,2011,2,5,60,60,60,10,6423,7.43174,7.07497,7345,256,369,1555,1392,424,2.9882,['Medieval'],"['Area Majority / Influence', 'Auction/Bidding', 'Voting', 'Worker Placement', 'Worker Placement, Different Worker Types']"
3201,boardgame,Lord of the Rings: The Confrontation,2002,2,2,30,30,30,12,6396,7.19449,6.86252,7585,295,182,805,2122,654,2.1911,"['Adventure', 'Bluffing', 'Deduction', 'Fantasy', 'Movies / TV / Radio theme', 'Novel-based']","['Area Movement', 'Hand Management', 'Memory', 'Secret Unit Deployment', 'Simultaneous Action Selection', 'Variable Player Powers']"
55660,boardgameexpansion,Dixit: Quest,2010,3,6,30,30,30,8,6364,7.70932,7.27414,14333,80,245,913,1328,318,1.2327,"['Bluffing', 'Card Game', 'Deduction', 'Expansion for Base-game', 'Humor', 'Party Game']","['Simultaneous Action Selection', 'Storytelling', 'Voting']"
171273,boardgame,FUSE,2015,1,5,10,10,10,10,6355,7.06876,6.7627,9577,247,249,1445,1225,117,1.6667,"['Action / Dexterity', 'Dice', 'Real-time', 'Science Fiction']","['Card Drafting', 'Cooperative Game', 'Dice Rolling', 'Elapsed Real Time Ending', 'Pattern Building', 'Real-Time', 'Solo / Solitaire Game']"
257,boardgame,Kill Doctor Lucky,1996,3,8,45,45,45,12,6318,6.16164,5.99062,10275,365,91,697,1884,514,1.6479,"['Humor', 'Murder/Mystery']","['Card Drafting', 'Hand Management', 'Point to Point Movement']"
204027,boardgame,Cottage Garden,2016,1,4,60,45,60,8,6308,6.9279,6.64784,9787,239,337,1959,1247,134,1.8806,"['Farming', 'Puzzle']","['Card Drafting', 'Grid Coverage', 'Pattern Building', 'Tile Placement']"
2719,boardgame,Connect Four,1974,2,2,10,10,10,6,6283,4.85905,4.94581,8130,97,6,75,1723,480,1.2021,"['Abstract Strategy', 'Animals', ""Children's Game""]",['Pattern Building']
134726,boardgame,Smash Up: Awesome Level 9000,2013,2,2,45,45,45,12,6282,7.27412,6.89035,16868,434,76,594,827,171,2.1345,"['Card Game', 'Fantasy', 'Horror', 'Humor', 'Spies/Secret Agents']","['Area Majority / Influence', 'Hand Management', 'Take That', 'Variable Player Powers']"
83195,boardgame,Ghost Blitz,2010,2,8,20,20,20,8,6273,6.71995,6.46686,9288,90,86,483,1168,292,1.1438,"['Action / Dexterity', 'Card Game', ""Children's Game"", 'Real-time']",['Pattern Recognition']
200147,boardgame,Kanagawa,2016,2,4,45,45,45,10,6259,7.10822,6.77496,9723,211,274,1755,1045,135,2.0148,"['Animals', 'Card Game']","['Card Drafting', 'Hand Management', 'Pattern Building', 'Push Your Luck', 'Set Collection', 'Worker Placement']"
176229,boardgame,Tides of Time,2015,2,2,20,15,20,8,6256,6.6846,6.45773,10043,502,93,846,1253,186,1.5968,"['Ancient', 'Card Game', 'Civilization']","['Card Drafting', 'Set Collection']"
8051,boardgame,Attika,2003,2,4,60,45,60,10,6248,7.00481,6.70503,5755,222,236,952,2170,808,2.3725,"['Ancient', 'City Building', 'Territory Building']","['Modular Board', 'Network and Route Building', 'Tile Placement']"
13291,boardgameexpansion,Citadels:  The Dark City,2004,2,8,60,60,60,10,6247,7.03203,6.69798,13756,232,33,230,1507,551,2.1016,"['Bluffing', 'Card Game', 'City Building', 'Expansion for Base-game', 'Fantasy', 'Medieval']","['Card Drafting', 'Set Collection', 'Variable Player Powers']"
184921,boardgame,Bunny Kingdom,2017,2,4,60,40,60,12,6231,7.4508,7.05795,8760,77,614,2743,1107,132,2.2424,"['Animals', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Card Drafting']"
195421,boardgame,Near and Far,2017,2,4,120,90,120,13,6219,7.8517,7.37663,13758,228,808,4788,1350,128,2.8203,"['Adventure', 'Exploration']","['Card Drafting', 'Dice Rolling', 'Narrative Choice / Paragraph', 'Network and Route Building', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Storytelling', 'Variable Player Powers', 'Worker Placement']"
247030,boardgameexpansion,Terraforming Mars: Prelude,2018,1,5,120,90,120,12,6207,8.80713,8.14926,20713,43,252,1206,1117,62,2.5645,"['Economic', 'Environmental', 'Expansion for Base-game', 'Industry / Manufacturing', 'Science Fiction']","['Card Drafting', 'Hand Management', 'Tile Placement']"
143519,boardgame,Quantum,2013,2,4,60,60,60,13,6176,7.29256,6.91685,7368,178,596,2579,1171,250,2.444,"['Dice', 'Fighting', 'Science Fiction', 'Space Exploration']","['Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Square Grid']"
20437,boardgame,Lords of Vegas,2010,2,4,90,60,90,12,6165,7.32707,6.97463,8166,133,657,2280,1414,263,2.3536,"['City Building', 'Dice', 'Economic']","['Area Majority / Influence', 'Dice Rolling', 'Random Production', 'Tile Placement', 'Trading']"
65781,boardgame,London,2010,2,4,90,90,90,13,6164,7.36814,7.02392,5708,209,306,1249,1565,446,2.8834,"['City Building', 'Economic']","['Card Drafting', 'Hand Management']"
242302,boardgame,Space Base,2018,2,5,60,60,60,14,6162,7.54945,7.14199,9619,65,685,2763,1139,115,2.113,"['Dice', 'Science Fiction', 'Space Exploration']","['Card Drafting', 'Dice Rolling']"
22141,boardgame,Cleopatra and the Society of Architects,2006,3,5,60,60,60,10,6149,6.8063,6.54209,7530,318,281,1074,1930,634,2.2855,['Ancient'],"['Auction/Bidding', 'Card Drafting', 'Dice Rolling', 'Enclosure', 'Grid Coverage', 'Hand Management', 'Player Elimination', 'Set Collection']"
2093,boardgame,Mahjong,1850,3,4,120,120,120,8,6131,7.01695,6.67683,8668,104,54,441,1429,452,2.5664,['Abstract Strategy'],"['Hand Management', 'Set Collection']"
159508,boardgame,AquaSphere,2014,2,4,100,100,100,12,6126,7.28869,6.93886,9601,407,186,1124,1319,337,3.6795,"['Nautical', 'Science Fiction']","['Area Majority / Influence', 'Area Movement', 'Modular Board']"
21059,boardgameexpansion,Arkham Horror: Dunwich Horror Expansion,2006,1,8,240,240,240,12,6097,7.80962,7.30824,14663,253,181,874,1444,459,3.4837,"['Adventure', 'Expansion for Base-game', 'Fighting', 'Horror', 'Novel-based', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']"
58281,boardgame,Summoner Wars,2009,2,4,60,30,60,9,6034,7.27077,6.89829,5643,123,201,1531,1193,297,2.3064,"['Card Game', 'Fantasy', 'Fighting']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Take That', 'Variable Player Powers']"
15364,boardgame,Vegas Showdown,2005,3,5,75,75,75,12,6005,7.18152,6.84986,7105,377,198,781,1994,640,2.3563,['Economic'],"['Auction/Bidding', 'Auction: Fixed Placement', 'Network and Route Building', 'Tile Placement']"
163068,boardgame,Trickerion: Legends of Illusion,2015,2,4,180,60,180,14,5999,7.88112,7.39023,9422,140,531,2638,1261,438,4.2032,['Post-Napoleonic'],"['Action Points', 'Action Queue', 'Catch the Leader', 'Dice Rolling', 'Simultaneous Action Selection', 'Tile Placement', 'Turn Order: Stat-Based', 'Worker Placement']"
526,boardgame,Abalone Classic,1987,2,2,30,30,30,7,5959,6.44925,6.22034,9215,391,25,285,1472,437,2.1922,['Abstract Strategy'],"['Grid Movement', 'Slide/Push', 'Static Capture']"
